shipment_id,origin_warehouse_id,destination_city,shipment_date,eta,ata,status,distance_km,vehicle_type
SHP00585,WH044,Chennai,2025-02-21,2025-02-21 14:00:00,2025-02-21 15:00:00,Delayed,289,Truck
SHP00586,WH049,Chennai,2025-02-21,2025-02-21 10:00:00,2025-02-21 08:00:00,In Transit,113,Van
SHP00587,WH041,Chennai,2025-02-02,2025-02-02 16:00:00,2025-02-02 14:00:00,Delayed,200,Truck
SHP00588,WH031,Delhi,2025-01-23,2025-01-23 10:00:00,2025-01-23 11:00:00,In Transit,841,Truck
SHP00589,WH022,Chennai,2025-01-16,2025-01-16 19:00:00,2025-01-16 23:00:00,Delayed,905,Van
SHP00590,WH017,Mumbai,2025-01-26,2025-01-26 10:00:00,2025-01-26 15:00:00,In Transit,515,Truck
SHP00591,WH011,Chennai,2025-01-17,2025-01-17 14:00:00,2025-01-17 19:00:00,In Transit,364,Van
SHP00592,WH047,Delhi,2025-02-23,2025-02-23 10:00:00,2025-02-23 11:00:00,Delivered,227,Van
SHP00593,WH025,Mumbai,2025-01-21,2025-01-21 12:00:00,2025-01-21 16:00:00,Delayed,255,Truck
SHP00594,WH021,Mumbai,2025-02-23,2025-02-23 13:00:00,2025-02-23 14:00:00,Delivered,728,Van
SHP00595,WH037,Chennai,2025-02-10,2025-02-10 18:00:00,2025-02-10 16:00:00,In Transit,492,Van
SHP00596,WH046,Chennai,2025-01-13,2025-01-13 16:00:00,2025-01-13 14:00:00,In Transit,630,Truck
SHP00597,WH044,Kolkata,2025-01-07,2025-01-07 20:00:00,2025-01-08 01:00:00,Delayed,212,Van
SHP00598,WH032,Kolkata,2025-02-04,2025-02-04 17:00:00,2025-02-04 19:00:00,In Transit,150,Truck
SHP00599,WH050,Bangalore,2025-03-02,2025-03-02 13:00:00,2025-03-02 16:00:00,Delivered,615,Truck
SHP00600,WH025,Bangalore,2025-02-12,2025-02-12 12:00:00,2025-02-12 17:00:00,Delayed,954,Truck
SHP00601,WH049,Chennai,2025-01-03,2025-01-03 14:00:00,2025-01-03 13:00:00,In Transit,805,Van
SHP00602,WH020,Delhi,2025-01-28,2025-01-28 14:00:00,2025-01-28 19:00:00,Delayed,779,Van
SHP00603,WH029,Kolkata,2025-02-19,2025-02-19 13:00:00,2025-02-19 15:00:00,Delivered,775,Van
SHP00604,WH041,Kolkata,2025-02-22,2025-02-22 11:00:00,2025-02-22 16:00:00,Delayed,655,Van
SHP00605,WH014,Delhi,2025-01-20,2025-01-20 11:00:00,2025-01-20 11:00:00,Delayed,114,Van
SHP00606,WH036,Bangalore,2025-02-22,2025-02-22 16:00:00,2025-02-22 14:00:00,Delivered,507,Van
SHP00607,WH048,Kolkata,2025-01-27,2025-01-27 11:00:00,2025-01-27 12:00:00,Delayed,863,Truck
SHP00608,WH014,Chennai,2025-01-15,2025-01-15 13:00:00,2025-01-15 18:00:00,Delivered,863,Van
SHP00609,WH025,Kolkata,2025-02-28,2025-02-28 17:00:00,2025-02-28 19:00:00,Delayed,122,Truck
SHP00610,WH039,Kolkata,2025-02-11,2025-02-11 11:00:00,2025-02-11 13:00:00,Delivered,298,Van
SHP00611,WH041,Delhi,2025-01-17,2025-01-17 10:00:00,2025-01-17 12:00:00,In Transit,578,Van
SHP00612,WH014,Chennai,2025-01-11,2025-01-11 18:00:00,2025-01-11 18:00:00,Delivered,681,Van
SHP00613,WH005,Mumbai,2025-02-11,2025-02-11 10:00:00,2025-02-11 11:00:00,In Transit,531,Truck
SHP00614,WH015,Kolkata,2025-01-27,2025-01-27 14:00:00,2025-01-27 17:00:00,Delivered,903,Truck
SHP00615,WH028,Bangalore,2025-01-06,2025-01-06 15:00:00,2025-01-06 17:00:00,Delivered,905,Van
SHP00616,WH012,Delhi,2025-01-30,2025-01-30 19:00:00,2025-01-30 21:00:00,Delivered,297,Van
SHP00617,WH008,Kolkata,2025-02-20,2025-02-20 19:00:00,2025-02-20 21:00:00,In Transit,103,Truck
SHP00618,WH012,Chennai,2025-02-27,2025-02-27 16:00:00,2025-02-27 16:00:00,Delayed,249,Truck
SHP00619,WH043,Bangalore,2025-02-17,2025-02-17 20:00:00,2025-02-17 20:00:00,In Transit,218,Van
SHP00620,WH026,Mumbai,2025-01-11,2025-01-11 13:00:00,2025-01-11 12:00:00,Delivered,164,Van
SHP00621,WH015,Chennai,2025-01-28,2025-01-28 16:00:00,2025-01-28 20:00:00,Delayed,712,Van
SHP00622,WH034,Bangalore,2025-02-05,2025-02-05 20:00:00,2025-02-05 22:00:00,Delayed,879,Van
SHP00623,WH001,Chennai,2025-01-12,2025-01-12 13:00:00,2025-01-12 14:00:00,Delayed,627,Truck
SHP00624,WH050,Delhi,2025-02-04,2025-02-04 17:00:00,2025-02-04 20:00:00,In Transit,992,Truck
SHP00625,WH003,Delhi,2025-01-16,2025-01-16 20:00:00,2025-01-17 01:00:00,In Transit,569,Truck
SHP00626,WH049,Chennai,2025-01-05,2025-01-05 16:00:00,2025-01-05 21:00:00,Delivered,705,Van
SHP00627,WH022,Mumbai,2025-01-05,2025-01-05 19:00:00,2025-01-05 23:00:00,Delayed,685,Truck
SHP00628,WH041,Bangalore,2025-01-12,2025-01-12 10:00:00,2025-01-12 09:00:00,In Transit,743,Van
SHP00629,WH049,Kolkata,2025-01-24,2025-01-24 17:00:00,2025-01-24 21:00:00,In Transit,396,Truck
SHP00630,WH010,Bangalore,2025-01-24,2025-01-24 10:00:00,2025-01-24 10:00:00,Delayed,545,Truck
SHP00631,WH045,Bangalore,2025-01-21,2025-01-21 19:00:00,2025-01-21 17:00:00,Delivered,321,Truck
SHP00632,WH040,Delhi,2025-02-14,2025-02-14 17:00:00,2025-02-14 15:00:00,Delayed,324,Truck
SHP00633,WH017,Bangalore,2025-02-17,2025-02-17 16:00:00,2025-02-17 15:00:00,In Transit,318,Truck
SHP00634,WH037,Chennai,2025-01-31,2025-01-31 15:00:00,2025-01-31 16:00:00,Delayed,578,Van
SHP00635,WH003,Chennai,2025-01-18,2025-01-18 20:00:00,2025-01-18 23:00:00,Delivered,739,Van
SHP00636,WH049,Kolkata,2025-01-05,2025-01-05 11:00:00,2025-01-05 11:00:00,In Transit,823,Truck
SHP00637,WH049,Delhi,2025-02-22,2025-02-22 16:00:00,2025-02-22 14:00:00,In Transit,792,Van
SHP00638,WH043,Bangalore,2025-01-27,2025-01-27 15:00:00,2025-01-27 17:00:00,Delivered,118,Van
SHP00639,WH037,Mumbai,2025-01-08,2025-01-08 10:00:00,2025-01-08 08:00:00,In Transit,147,Van
SHP00640,WH020,Mumbai,2025-02-09,2025-02-09 15:00:00,2025-02-09 20:00:00,Delivered,242,Van
SHP00641,WH048,Bangalore,2025-01-14,2025-01-14 13:00:00,2025-01-14 13:00:00,Delayed,559,Truck
SHP00642,WH009,Chennai,2025-01-15,2025-01-15 14:00:00,2025-01-15 18:00:00,Delivered,705,Van
SHP00643,WH025,Mumbai,2025-02-08,2025-02-08 13:00:00,2025-02-08 13:00:00,Delayed,601,Truck
SHP00644,WH021,Kolkata,2025-01-22,2025-01-22 19:00:00,2025-01-22 21:00:00,Delayed,975,Truck
SHP00645,WH018,Kolkata,2025-01-27,2025-01-27 17:00:00,2025-01-27 18:00:00,Delivered,723,Van
SHP00646,WH046,Delhi,2025-02-26,2025-02-26 14:00:00,2025-02-26 19:00:00,In Transit,872,Van
SHP00647,WH047,Bangalore,2025-02-26,2025-02-26 19:00:00,2025-02-26 21:00:00,In Transit,181,Van
SHP00648,WH020,Mumbai,2025-01-19,2025-01-19 12:00:00,2025-01-19 12:00:00,In Transit,298,Van
SHP00649,WH043,Bangalore,2025-02-03,2025-02-03 16:00:00,2025-02-03 21:00:00,In Transit,955,Truck
SHP00650,WH015,Bangalore,2025-02-08,2025-02-08 10:00:00,2025-02-08 15:00:00,Delivered,291,Truck
SHP00651,WH030,Kolkata,2025-01-31,2025-01-31 19:00:00,2025-01-31 21:00:00,In Transit,511,Van
SHP00652,WH047,Delhi,2025-01-16,2025-01-16 19:00:00,2025-01-16 22:00:00,Delivered,591,Van
SHP00653,WH035,Chennai,2025-02-25,2025-02-25 15:00:00,2025-02-25 13:00:00,Delivered,984,Truck
SHP00654,WH046,Kolkata,2025-03-02,2025-03-02 12:00:00,2025-03-02 17:00:00,In Transit,373,Van
SHP00655,WH041,Bangalore,2025-02-03,2025-02-03 11:00:00,2025-02-03 15:00:00,Delayed,334,Van
SHP00656,WH014,Kolkata,2025-02-09,2025-02-09 12:00:00,2025-02-09 11:00:00,In Transit,883,Truck
SHP00657,WH038,Delhi,2025-01-23,2025-01-23 12:00:00,2025-01-23 15:00:00,Delayed,199,Truck
SHP00658,WH035,Kolkata,2025-01-15,2025-01-15 10:00:00,2025-01-15 09:00:00,Delivered,847,Truck
SHP00659,WH030,Bangalore,2025-01-19,2025-01-19 15:00:00,2025-01-19 18:00:00,In Transit,874,Truck
SHP00660,WH049,Chennai,2025-02-21,2025-02-21 11:00:00,2025-02-21 11:00:00,Delayed,807,Truck
SHP00661,WH045,Delhi,2025-01-13,2025-01-13 19:00:00,2025-01-14 00:00:00,In Transit,508,Truck
SHP00662,WH016,Kolkata,2025-02-06,2025-02-06 19:00:00,2025-02-06 17:00:00,In Transit,147,Van
SHP00663,WH015,Mumbai,2025-02-08,2025-02-08 18:00:00,2025-02-08 17:00:00,Delivered,513,Van
SHP00664,WH013,Mumbai,2025-02-24,2025-02-24 18:00:00,2025-02-24 18:00:00,Delivered,351,Truck
SHP00665,WH007,Delhi,2025-01-03,2025-01-03 11:00:00,2025-01-03 13:00:00,In Transit,506,Van
SHP00666,WH002,Delhi,2025-02-07,2025-02-07 20:00:00,2025-02-07 18:00:00,Delivered,486,Truck
SHP00667,WH042,Mumbai,2025-03-01,2025-03-01 13:00:00,2025-03-01 17:00:00,In Transit,194,Truck
SHP00668,WH025,Kolkata,2025-01-20,2025-01-20 10:00:00,2025-01-20 10:00:00,In Transit,455,Van
SHP00669,WH049,Chennai,2025-02-27,2025-02-27 13:00:00,2025-02-27 11:00:00,Delayed,945,Truck
SHP00670,WH012,Delhi,2025-01-01,2025-01-01 17:00:00,2025-01-01 20:00:00,Delivered,688,Truck
SHP00671,WH042,Bangalore,2025-01-23,2025-01-23 16:00:00,2025-01-23 18:00:00,Delayed,747,Van
SHP00672,WH018,Bangalore,2025-01-13,2025-01-13 12:00:00,2025-01-13 10:00:00,In Transit,398,Van
SHP00673,WH033,Chennai,2025-02-07,2025-02-07 19:00:00,2025-02-07 18:00:00,Delivered,609,Van
SHP00674,WH024,Mumbai,2025-01-03,2025-01-03 11:00:00,2025-01-03 15:00:00,Delivered,704,Van
SHP00675,WH001,Delhi,2025-02-28,2025-02-28 20:00:00,2025-02-28 19:00:00,Delivered,939,Van
SHP00676,WH037,Delhi,2025-02-21,2025-02-21 11:00:00,2025-02-21 12:00:00,Delivered,710,Truck
SHP00677,WH027,Mumbai,2025-01-18,2025-01-18 14:00:00,2025-01-18 13:00:00,Delayed,966,Truck
SHP00678,WH027,Delhi,2025-01-17,2025-01-17 19:00:00,2025-01-17 20:00:00,Delayed,515,Truck
SHP00679,WH012,Bangalore,2025-02-11,2025-02-11 20:00:00,2025-02-11 21:00:00,In Transit,964,Van
SHP00680,WH010,Chennai,2025-01-19,2025-01-19 16:00:00,2025-01-19 17:00:00,Delivered,502,Truck
SHP00681,WH009,Chennai,2025-02-28,2025-02-28 13:00:00,2025-02-28 11:00:00,Delivered,924,Truck
SHP00682,WH041,Bangalore,2025-02-16,2025-02-16 12:00:00,2025-02-16 17:00:00,Delayed,427,Truck
SHP00683,WH026,Chennai,2025-01-01,2025-01-01 15:00:00,2025-01-01 13:00:00,Delayed,732,Van
SHP00684,WH017,Chennai,2025-02-22,2025-02-22 18:00:00,2025-02-22 18:00:00,In Transit,153,Truck
SHP00685,WH026,Delhi,2025-02-13,2025-02-13 14:00:00,2025-02-13 13:00:00,Delivered,137,Van
SHP00686,WH016,Mumbai,2025-02-01,2025-02-01 19:00:00,2025-02-01 18:00:00,Delayed,599,Van
SHP00687,WH008,Delhi,2025-02-01,2025-02-01 15:00:00,2025-02-01 16:00:00,Delayed,685,Truck
SHP00688,WH013,Chennai,2025-02-24,2025-02-24 14:00:00,2025-02-24 19:00:00,Delayed,271,Van
SHP00689,WH009,Mumbai,2025-01-17,2025-01-17 20:00:00,2025-01-17 18:00:00,Delivered,337,Van
SHP00690,WH014,Chennai,2025-01-11,2025-01-11 13:00:00,2025-01-11 17:00:00,In Transit,957,Van
SHP00691,WH046,Bangalore,2025-02-19,2025-02-19 13:00:00,2025-02-19 18:00:00,In Transit,749,Truck
SHP00692,WH049,Delhi,2025-02-20,2025-02-20 10:00:00,2025-02-20 14:00:00,Delayed,153,Van
SHP00693,WH015,Bangalore,2025-01-27,2025-01-27 18:00:00,2025-01-27 19:00:00,In Transit,346,Truck
SHP00694,WH036,Delhi,2025-01-30,2025-01-30 11:00:00,2025-01-30 12:00:00,Delayed,846,Van
SHP00695,WH024,Delhi,2025-01-13,2025-01-13 11:00:00,2025-01-13 10:00:00,Delayed,487,Van
SHP00696,WH048,Mumbai,2025-01-05,2025-01-05 10:00:00,2025-01-05 08:00:00,Delivered,551,Truck
SHP00697,WH007,Delhi,2025-01-18,2025-01-18 13:00:00,2025-01-18 15:00:00,Delayed,942,Van
SHP00698,WH007,Kolkata,2025-01-18,2025-01-18 18:00:00,2025-01-18 23:00:00,Delivered,914,Van
SHP00699,WH006,Bangalore,2025-01-02,2025-01-02 12:00:00,2025-01-02 10:00:00,Delivered,225,Van
SHP00700,WH021,Kolkata,2025-01-09,2025-01-09 19:00:00,2025-01-09 18:00:00,Delayed,934,Van
SHP00701,WH032,Kolkata,2025-02-20,2025-02-20 17:00:00,2025-02-20 21:00:00,In Transit,206,Van
SHP00702,WH033,Kolkata,2025-02-26,2025-02-26 16:00:00,2025-02-26 15:00:00,Delivered,892,Truck
SHP00703,WH035,Mumbai,2025-01-12,2025-01-12 20:00:00,2025-01-12 23:00:00,In Transit,266,Van
SHP00704,WH042,Bangalore,2025-02-13,2025-02-13 20:00:00,2025-02-13 21:00:00,In Transit,228,Truck
SHP00705,WH045,Chennai,2025-01-23,2025-01-23 16:00:00,2025-01-23 17:00:00,Delivered,485,Truck
SHP00706,WH041,Kolkata,2025-01-23,2025-01-23 18:00:00,2025-01-23 18:00:00,Delivered,488,Van
SHP00707,WH018,Kolkata,2025-01-30,2025-01-30 15:00:00,2025-01-30 17:00:00,In Transit,868,Truck
SHP00708,WH036,Delhi,2025-01-15,2025-01-15 14:00:00,2025-01-15 17:00:00,Delayed,927,Truck
SHP00709,WH039,Kolkata,2025-02-18,2025-02-18 17:00:00,2025-02-18 18:00:00,Delayed,320,Van
SHP00710,WH020,Delhi,2025-01-23,2025-01-23 10:00:00,2025-01-23 14:00:00,In Transit,751,Truck
SHP00711,WH017,Bangalore,2025-02-16,2025-02-16 12:00:00,2025-02-16 13:00:00,In Transit,388,Truck
SHP00712,WH004,Mumbai,2025-01-26,2025-01-26 11:00:00,2025-01-26 12:00:00,Delivered,926,Van
SHP00713,WH004,Chennai,2025-02-08,2025-02-08 13:00:00,2025-02-08 11:00:00,In Transit,433,Truck
SHP00714,WH026,Chennai,2025-02-16,2025-02-16 17:00:00,2025-02-16 15:00:00,In Transit,748,Truck
SHP00715,WH015,Chennai,2025-02-11,2025-02-11 18:00:00,2025-02-11 20:00:00,Delayed,169,Van
SHP00716,WH037,Delhi,2025-02-08,2025-02-08 17:00:00,2025-02-08 18:00:00,Delayed,690,Truck
SHP00717,WH044,Delhi,2025-01-28,2025-01-28 14:00:00,2025-01-28 18:00:00,Delayed,922,Van
SHP00718,WH023,Bangalore,2025-03-02,2025-03-02 17:00:00,2025-03-02 21:00:00,Delayed,145,Van
SHP00719,WH011,Kolkata,2025-02-05,2025-02-05 15:00:00,2025-02-05 17:00:00,Delivered,692,Truck
SHP00720,WH042,Chennai,2025-01-09,2025-01-09 15:00:00,2025-01-09 18:00:00,Delivered,548,Van
SHP00721,WH020,Delhi,2025-02-06,2025-02-06 16:00:00,2025-02-06 15:00:00,Delivered,812,Truck
SHP00722,WH033,Delhi,2025-01-17,2025-01-17 14:00:00,2025-01-17 14:00:00,In Transit,788,Truck
SHP00723,WH050,Chennai,2025-01-18,2025-01-18 17:00:00,2025-01-18 17:00:00,In Transit,898,Van
SHP00724,WH048,Mumbai,2025-01-31,2025-01-31 15:00:00,2025-01-31 15:00:00,Delayed,451,Truck
SHP00725,WH015,Chennai,2025-01-28,2025-01-28 15:00:00,2025-01-28 18:00:00,Delayed,955,Truck
SHP00726,WH032,Chennai,2025-02-19,2025-02-19 17:00:00,2025-02-19 16:00:00,In Transit,615,Truck
SHP00727,WH050,Chennai,2025-01-19,2025-01-19 16:00:00,2025-01-19 18:00:00,In Transit,624,Truck
SHP00728,WH042,Mumbai,2025-02-19,2025-02-19 14:00:00,2025-02-19 18:00:00,Delayed,188,Truck
SHP00729,WH044,Mumbai,2025-02-24,2025-02-24 14:00:00,2025-02-24 19:00:00,In Transit,289,Truck
SHP00730,WH011,Chennai,2025-02-14,2025-02-14 10:00:00,2025-02-14 08:00:00,In Transit,477,Truck
SHP00731,WH042,Mumbai,2025-01-31,2025-01-31 19:00:00,2025-01-31 17:00:00,In Transit,100,Van
SHP00732,WH035,Chennai,2025-01-20,2025-01-20 10:00:00,2025-01-20 12:00:00,Delayed,945,Truck
SHP00733,WH006,Mumbai,2025-01-03,2025-01-03 18:00:00,2025-01-03 16:00:00,In Transit,569,Truck
SHP00734,WH024,Chennai,2025-01-03,2025-01-03 20:00:00,2025-01-03 18:00:00,Delayed,877,Van
SHP00735,WH028,Delhi,2025-02-09,2025-02-09 14:00:00,2025-02-09 13:00:00,Delivered,300,Van
SHP00736,WH046,Mumbai,2025-02-05,2025-02-05 12:00:00,2025-02-05 10:00:00,Delayed,340,Van
SHP00737,WH032,Chennai,2025-02-10,2025-02-10 20:00:00,2025-02-10 20:00:00,Delayed,838,Truck
SHP00738,WH029,Chennai,2025-01-12,2025-01-12 10:00:00,2025-01-12 15:00:00,Delivered,709,Van
SHP00739,WH015,Kolkata,2025-01-11,2025-01-11 20:00:00,2025-01-11 21:00:00,In Transit,340,Truck
SHP00740,WH039,Delhi,2025-01-10,2025-01-10 15:00:00,2025-01-10 14:00:00,Delivered,667,Truck
SHP00741,WH013,Chennai,2025-01-10,2025-01-10 17:00:00,2025-01-10 16:00:00,Delayed,340,Van
SHP00742,WH044,Mumbai,2025-01-26,2025-01-26 19:00:00,2025-01-26 19:00:00,Delivered,288,Truck
SHP00743,WH049,Chennai,2025-01-09,2025-01-09 20:00:00,2025-01-09 22:00:00,Delayed,603,Van
SHP00744,WH010,Kolkata,2025-01-23,2025-01-23 14:00:00,2025-01-23 14:00:00,In Transit,607,Truck
SHP00745,WH033,Bangalore,2025-01-27,2025-01-27 13:00:00,2025-01-27 15:00:00,In Transit,589,Van
SHP00746,WH026,Mumbai,2025-02-12,2025-02-12 16:00:00,2025-02-12 19:00:00,Delivered,644,Truck
SHP00747,WH013,Bangalore,2025-01-14,2025-01-14 18:00:00,2025-01-14 20:00:00,Delayed,190,Truck
SHP00748,WH048,Bangalore,2025-02-03,2025-02-03 13:00:00,2025-02-03 12:00:00,Delivered,699,Truck
SHP00749,WH026,Chennai,2025-01-09,2025-01-09 13:00:00,2025-01-09 15:00:00,Delivered,234,Van
SHP00750,WH043,Chennai,2025-01-31,2025-01-31 14:00:00,2025-01-31 17:00:00,In Transit,252,Van
SHP00751,WH042,Kolkata,2025-01-05,2025-01-05 20:00:00,2025-01-05 21:00:00,Delivered,897,Truck
SHP00752,WH048,Mumbai,2025-01-18,2025-01-18 15:00:00,2025-01-18 17:00:00,Delayed,219,Van
SHP00753,WH034,Kolkata,2025-01-16,2025-01-16 13:00:00,2025-01-16 13:00:00,In Transit,663,Truck
SHP00754,WH024,Chennai,2025-01-05,2025-01-05 13:00:00,2025-01-05 16:00:00,Delayed,546,Van
SHP00755,WH035,Bangalore,2025-02-11,2025-02-11 16:00:00,2025-02-11 20:00:00,In Transit,450,Van
SHP00756,WH016,Chennai,2025-02-12,2025-02-12 10:00:00,2025-02-12 13:00:00,In Transit,569,Van
SHP00757,WH015,Delhi,2025-02-02,2025-02-02 10:00:00,2025-02-02 13:00:00,Delayed,674,Van
SHP00758,WH048,Bangalore,2025-01-06,2025-01-06 15:00:00,2025-01-06 20:00:00,Delivered,366,Truck
SHP00759,WH022,Bangalore,2025-01-03,2025-01-03 19:00:00,2025-01-03 21:00:00,In Transit,282,Truck
SHP00760,WH031,Bangalore,2025-02-28,2025-02-28 15:00:00,2025-02-28 15:00:00,In Transit,469,Truck
SHP00761,WH033,Kolkata,2025-01-30,2025-01-30 10:00:00,2025-01-30 10:00:00,Delayed,415,Van
SHP00762,WH021,Mumbai,2025-01-03,2025-01-03 18:00:00,2025-01-03 18:00:00,Delivered,245,Truck
SHP00763,WH048,Mumbai,2025-01-24,2025-01-24 15:00:00,2025-01-24 16:00:00,Delivered,704,Van
SHP00764,WH008,Mumbai,2025-02-08,2025-02-08 15:00:00,2025-02-08 14:00:00,Delivered,425,Van
SHP00765,WH034,Kolkata,2025-02-15,2025-02-15 17:00:00,2025-02-15 22:00:00,Delayed,267,Van
SHP00766,WH044,Bangalore,2025-01-23,2025-01-23 10:00:00,2025-01-23 13:00:00,Delivered,289,Van
SHP00767,WH005,Kolkata,2025-01-15,2025-01-15 14:00:00,2025-01-15 14:00:00,Delivered,278,Truck
SHP00768,WH022,Chennai,2025-02-06,2025-02-06 15:00:00,2025-02-06 16:00:00,Delivered,587,Van
SHP00769,WH047,Kolkata,2025-01-14,2025-01-14 12:00:00,2025-01-14 14:00:00,Delivered,344,Van
SHP00770,WH036,Kolkata,2025-02-15,2025-02-15 13:00:00,2025-02-15 13:00:00,Delayed,123,Van
SHP00771,WH007,Chennai,2025-01-05,2025-01-05 13:00:00,2025-01-05 13:00:00,In Transit,159,Truck
SHP00772,WH002,Delhi,2025-01-14,2025-01-14 10:00:00,2025-01-14 15:00:00,In Transit,457,Truck
SHP00773,WH035,Kolkata,2025-01-30,2025-01-30 15:00:00,2025-01-30 14:00:00,Delivered,687,Van
SHP00774,WH042,Mumbai,2025-01-29,2025-01-29 17:00:00,2025-01-29 15:00:00,Delayed,335,Van
SHP00775,WH017,Mumbai,2025-02-14,2025-02-14 11:00:00,2025-02-14 15:00:00,Delayed,930,Van
SHP00776,WH019,Mumbai,2025-02-27,2025-02-27 19:00:00,2025-02-27 23:00:00,In Transit,494,Truck
SHP00777,WH037,Chennai,2025-02-20,2025-02-20 14:00:00,2025-02-20 12:00:00,Delayed,485,Truck
SHP00778,WH006,Bangalore,2025-01-25,2025-01-25 16:00:00,2025-01-25 17:00:00,Delayed,695,Van
SHP00779,WH014,Mumbai,2025-02-27,2025-02-27 20:00:00,2025-02-27 22:00:00,Delivered,571,Van
SHP00780,WH010,Bangalore,2025-02-13,2025-02-13 19:00:00,2025-02-13 17:00:00,Delivered,672,Van
SHP00781,WH031,Chennai,2025-02-18,2025-02-18 12:00:00,2025-02-18 15:00:00,Delayed,489,Van
SHP00782,WH006,Kolkata,2025-01-08,2025-01-08 16:00:00,2025-01-08 21:00:00,In Transit,643,Truck
SHP00783,WH019,Kolkata,2025-01-25,2025-01-25 17:00:00,2025-01-25 22:00:00,Delivered,155,Truck
SHP00784,WH042,Chennai,2025-01-06,2025-01-06 20:00:00,2025-01-06 21:00:00,Delayed,981,Van
SHP00785,WH045,Kolkata,2025-02-21,2025-02-21 15:00:00,2025-02-21 18:00:00,In Transit,933,Truck
SHP00786,WH026,Kolkata,2025-02-20,2025-02-20 19:00:00,2025-02-20 17:00:00,In Transit,396,Van
SHP00787,WH009,Delhi,2025-02-22,2025-02-22 11:00:00,2025-02-22 14:00:00,In Transit,186,Van
SHP00788,WH049,Kolkata,2025-02-17,2025-02-17 17:00:00,2025-02-17 19:00:00,In Transit,720,Truck
SHP00789,WH006,Delhi,2025-02-05,2025-02-05 11:00:00,2025-02-05 11:00:00,Delivered,240,Truck
SHP00790,WH048,Delhi,2025-01-26,2025-01-26 17:00:00,2025-01-26 22:00:00,Delivered,454,Truck
SHP00791,WH019,Chennai,2025-01-22,2025-01-22 16:00:00,2025-01-22 19:00:00,Delayed,374,Van
SHP00792,WH001,Kolkata,2025-02-24,2025-02-24 20:00:00,2025-02-24 21:00:00,In Transit,711,Van
SHP00793,WH033,Kolkata,2025-01-24,2025-01-24 12:00:00,2025-01-24 11:00:00,Delivered,170,Truck
SHP00794,WH010,Mumbai,2025-02-04,2025-02-04 12:00:00,2025-02-04 11:00:00,Delivered,654,Truck
SHP00795,WH016,Bangalore,2025-02-04,2025-02-04 18:00:00,2025-02-04 17:00:00,Delivered,103,Truck
SHP00796,WH021,Mumbai,2025-02-26,2025-02-26 13:00:00,2025-02-26 17:00:00,Delivered,261,Van
SHP00797,WH044,Chennai,2025-02-14,2025-02-14 10:00:00,2025-02-14 09:00:00,Delayed,583,Truck
SHP00798,WH046,Bangalore,2025-02-21,2025-02-21 13:00:00,2025-02-21 13:00:00,In Transit,606,Truck
SHP00799,WH035,Chennai,2025-02-06,2025-02-06 13:00:00,2025-02-06 11:00:00,Delayed,185,Van
SHP00800,WH019,Delhi,2025-02-08,2025-02-08 10:00:00,2025-02-08 14:00:00,Delivered,604,Truck
SHP00801,WH043,Mumbai,2025-01-09,2025-01-09 20:00:00,2025-01-09 22:00:00,In Transit,387,Truck
SHP00802,WH023,Bangalore,2025-01-26,2025-01-26 13:00:00,2025-01-26 13:00:00,Delivered,643,Truck
SHP00803,WH017,Mumbai,2025-01-08,2025-01-08 20:00:00,2025-01-08 20:00:00,Delayed,537,Truck
SHP00804,WH040,Chennai,2025-01-26,2025-01-26 17:00:00,2025-01-26 17:00:00,Delayed,292,Truck
SHP00805,WH009,Chennai,2025-01-02,2025-01-02 12:00:00,2025-01-02 12:00:00,Delayed,460,Truck
SHP00806,WH049,Chennai,2025-02-13,2025-02-13 18:00:00,2025-02-13 16:00:00,In Transit,482,Truck
SHP00807,WH036,Bangalore,2025-02-07,2025-02-07 12:00:00,2025-02-07 15:00:00,Delayed,780,Van
SHP00808,WH049,Delhi,2025-01-27,2025-01-27 20:00:00,2025-01-27 23:00:00,Delayed,156,Truck
SHP00809,WH045,Chennai,2025-02-07,2025-02-07 12:00:00,2025-02-07 16:00:00,In Transit,122,Truck
SHP00810,WH017,Bangalore,2025-02-22,2025-02-22 18:00:00,2025-02-22 23:00:00,In Transit,480,Truck
SHP00811,WH019,Kolkata,2025-02-24,2025-02-24 10:00:00,2025-02-24 14:00:00,Delayed,558,Truck
SHP00812,WH020,Delhi,2025-02-01,2025-02-01 19:00:00,2025-02-01 18:00:00,Delivered,597,Truck
SHP00813,WH023,Kolkata,2025-01-27,2025-01-27 20:00:00,2025-01-27 20:00:00,In Transit,550,Truck
SHP00814,WH021,Mumbai,2025-02-12,2025-02-12 17:00:00,2025-02-12 15:00:00,In Transit,519,Truck
SHP00815,WH037,Bangalore,2025-01-14,2025-01-14 20:00:00,2025-01-15 01:00:00,Delayed,401,Truck
SHP00816,WH032,Kolkata,2025-01-03,2025-01-03 13:00:00,2025-01-03 15:00:00,In Transit,114,Van
SHP00817,WH007,Delhi,2025-02-04,2025-02-04 17:00:00,2025-02-04 15:00:00,Delivered,821,Van
SHP00818,WH025,Kolkata,2025-02-04,2025-02-04 11:00:00,2025-02-04 13:00:00,Delivered,306,Van
SHP00819,WH039,Delhi,2025-02-27,2025-02-27 13:00:00,2025-02-27 13:00:00,In Transit,367,Truck
SHP00820,WH034,Chennai,2025-01-13,2025-01-13 11:00:00,2025-01-13 10:00:00,Delayed,791,Truck
