shipment_id,shipment_date,warehouse_id,sku_id,delay_hours,delivery_status,source_city,destination_city,route_id,inventory_level,gps_id,latitude,longitude,speed_kmph,timestamp,record_type
SHP00994,2025-02-28,WH026,null,5,Delayed,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP00995,2025-01-20,WH003,null,0,On-Time,Kolkata,Mumbai,Kolkata→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP00996,2025-01-15,WH047,null,2,Delayed,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP00997,2025-01-17,WH027,null,-1,Early,Jaipur,Mumbai,Jaipur→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP00999,2025-02-14,WH037,null,4,Delayed,Bangalore,Delhi,Bangalore→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01000,2025-02-21,WH035,null,1,Delayed,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01002,2025-02-12,WH008,null,4,Delayed,Lucknow,Chennai,Lucknow→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01003,2025-02-23,WH047,null,0,On-Time,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01004,2025-01-01,WH012,null,1,Delayed,Ahmedabad,Delhi,Ahmedabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01006,2025-01-18,WH011,null,0,On-Time,Ahmedabad,Mumbai,Ahmedabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01007,2025-02-16,WH027,null,0,On-Time,Jaipur,Chennai,Jaipur→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01008,2025-01-26,WH022,null,3,Delayed,Ahmedabad,Mumbai,Ahmedabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01009,2025-01-03,WH049,null,5,Delayed,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01010,2025-02-01,WH045,null,3,Delayed,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01011,2025-01-16,WH048,null,2,Delayed,Jaipur,Mumbai,Jaipur→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01012,2025-01-07,WH027,null,4,Delayed,Jaipur,Bangalore,Jaipur→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01013,2025-02-13,WH044,null,5,Delayed,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01014,2025-02-10,WH018,null,3,Delayed,Ahmedabad,Mumbai,Ahmedabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01015,2025-01-30,WH001,null,0,On-Time,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01016,2025-02-16,WH022,null,5,Delayed,Chennai,Delhi,Chennai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01017,2025-01-25,WH017,null,2,Delayed,Chennai,Bangalore,Chennai→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01018,2025-02-18,WH007,null,4,Delayed,Lucknow,Bangalore,Lucknow→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01019,2025-02-05,WH037,null,1,Delayed,Kolkata,Chennai,Kolkata→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01020,2025-01-15,WH002,null,2,Delayed,Chennai,Chennai,Chennai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01021,2025-01-31,WH011,null,1,Delayed,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01022,2025-01-05,WH015,null,4,Delayed,Bangalore,Mumbai,Bangalore→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01023,2025-02-11,WH049,null,-1,Early,Pune,Mumbai,Pune→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01024,2025-03-02,WH001,null,0,On-Time,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01026,2025-01-08,WH011,null,1,Delayed,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01028,2025-01-21,WH027,null,2,Delayed,Ahmedabad,Mumbai,Ahmedabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01029,2025-02-26,WH042,null,3,Delayed,Bangalore,Kolkata,Bangalore→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01030,2025-02-10,WH048,null,-2,Early,Delhi,Delhi,Delhi→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01031,2025-02-11,WH036,null,1,Delayed,Jaipur,Mumbai,Jaipur→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01032,2025-02-22,WH046,null,4,Delayed,Lucknow,Chennai,Lucknow→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01033,2025-02-25,WH039,null,-2,Early,Pune,Mumbai,Pune→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01035,2025-02-05,WH032,null,0,On-Time,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01036,2025-01-18,WH044,null,1,Delayed,Mumbai,Chennai,Mumbai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01037,2025-01-22,WH043,null,1,Delayed,Jaipur,Bangalore,Jaipur→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01038,2025-02-01,WH015,null,4,Delayed,Ahmedabad,Bangalore,Ahmedabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01039,2025-02-06,WH025,null,1,Delayed,Bangalore,Mumbai,Bangalore→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01040,2025-02-09,WH014,null,-1,Early,Delhi,Delhi,Delhi→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01041,2025-01-19,WH046,null,2,Delayed,Kolkata,Delhi,Kolkata→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01042,2025-02-17,WH037,null,0,On-Time,Delhi,Mumbai,Delhi→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01043,2025-01-07,WH030,null,0,On-Time,Mumbai,Kolkata,Mumbai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01045,2025-01-24,WH004,null,5,Delayed,Hyderabad,Chennai,Hyderabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01046,2025-02-19,WH007,null,2,Delayed,Pune,Mumbai,Pune→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01047,2025-02-03,WH043,null,2,Delayed,Lucknow,Bangalore,Lucknow→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01048,2025-02-17,WH004,null,2,Delayed,Kolkata,Delhi,Kolkata→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01049,2025-01-28,WH029,null,5,Delayed,Mumbai,Delhi,Mumbai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01050,2025-01-11,WH005,null,-2,Early,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01051,2025-01-30,WH017,null,5,Delayed,Jaipur,Bangalore,Jaipur→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01052,2025-02-24,WH041,null,1,Delayed,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01053,2025-01-06,WH011,null,4,Delayed,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01054,2025-02-06,WH016,null,-1,Early,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01055,2025-02-19,WH041,null,0,On-Time,Jaipur,Mumbai,Jaipur→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01056,2025-02-07,WH029,null,5,Delayed,Bangalore,Chennai,Bangalore→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01058,2025-01-04,WH041,null,-1,Early,Mumbai,Bangalore,Mumbai→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01059,2025-01-25,WH019,null,3,Delayed,Chennai,Chennai,Chennai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01060,2025-02-03,WH013,null,0,On-Time,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01061,2025-01-09,WH036,null,0,On-Time,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01062,2025-02-20,WH005,null,-2,Early,Mumbai,Kolkata,Mumbai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01063,2025-02-28,WH005,null,-1,Early,Kolkata,Mumbai,Kolkata→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01065,2025-02-14,WH028,null,1,Delayed,Mumbai,Chennai,Mumbai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01066,2025-01-28,WH005,null,1,Delayed,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01067,2025-01-20,WH010,null,-1,Early,Delhi,Delhi,Delhi→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01068,2025-01-18,WH048,null,1,Delayed,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01069,2025-01-15,WH004,null,1,Delayed,Bangalore,Mumbai,Bangalore→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01070,2025-02-17,WH036,null,4,Delayed,Bangalore,Bangalore,Bangalore→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01071,2025-01-07,WH047,null,3,Delayed,Pune,Bangalore,Pune→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01072,2025-02-03,WH017,null,-1,Early,Bangalore,Kolkata,Bangalore→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01074,2025-02-27,WH022,null,-2,Early,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01075,2025-01-13,WH038,null,2,Delayed,Pune,Chennai,Pune→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01076,2025-02-04,WH038,null,4,Delayed,Kolkata,Chennai,Kolkata→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01077,2025-01-23,WH030,null,-1,Early,Delhi,Chennai,Delhi→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01079,2025-02-13,WH037,null,4,Delayed,Jaipur,Delhi,Jaipur→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01080,2025-01-04,WH008,null,2,Delayed,Kolkata,Mumbai,Kolkata→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01081,2025-01-07,WH005,null,2,Delayed,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01082,2025-01-18,WH046,null,3,Delayed,Delhi,Bangalore,Delhi→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01083,2025-02-12,WH009,null,5,Delayed,Delhi,Chennai,Delhi→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01085,2025-02-14,WH047,null,5,Delayed,Mumbai,Delhi,Mumbai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01086,2025-02-27,WH009,null,4,Delayed,Lucknow,Bangalore,Lucknow→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01087,2025-01-19,WH004,null,5,Delayed,Kolkata,Kolkata,Kolkata→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01088,2025-01-28,WH034,null,3,Delayed,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01089,2025-02-28,WH019,null,5,Delayed,Chennai,Kolkata,Chennai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01091,2025-01-03,WH011,null,3,Delayed,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01092,2025-01-02,WH019,null,4,Delayed,Delhi,Bangalore,Delhi→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01093,2025-02-15,WH001,null,1,Delayed,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01095,2025-01-27,WH036,null,1,Delayed,Hyderabad,Bangalore,Hyderabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01096,2025-01-05,WH004,null,2,Delayed,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01097,2025-02-07,WH001,null,3,Delayed,Hyderabad,Chennai,Hyderabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01098,2025-02-07,WH005,null,5,Delayed,Bangalore,Kolkata,Bangalore→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01099,2025-01-06,WH027,null,1,Delayed,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01100,2025-02-22,WH002,null,-2,Early,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01101,2025-02-27,WH033,null,2,Delayed,Jaipur,Kolkata,Jaipur→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01102,2025-01-21,WH015,null,5,Delayed,Delhi,Chennai,Delhi→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01104,2025-01-19,WH027,null,4,Delayed,Ahmedabad,Delhi,Ahmedabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01105,2025-02-28,WH006,null,0,On-Time,Pune,Bangalore,Pune→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01107,2025-02-02,WH042,null,3,Delayed,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01108,2025-01-31,WH017,null,-2,Early,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01109,2025-02-10,WH005,null,2,Delayed,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01110,2025-01-23,WH014,null,2,Delayed,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01111,2025-02-09,WH041,null,5,Delayed,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01112,2025-01-10,WH017,null,5,Delayed,Chennai,Chennai,Chennai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01113,2025-01-24,WH011,null,5,Delayed,Kolkata,Delhi,Kolkata→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01114,2025-02-14,WH044,null,1,Delayed,Ahmedabad,Chennai,Ahmedabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01115,2025-01-26,WH039,null,3,Delayed,Mumbai,Bangalore,Mumbai→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01116,2025-02-09,WH012,null,3,Delayed,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01118,2025-01-28,WH046,null,-2,Early,Lucknow,Delhi,Lucknow→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01119,2025-01-04,WH008,null,5,Delayed,Pune,Mumbai,Pune→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01120,2025-02-05,WH009,null,0,On-Time,Lucknow,Delhi,Lucknow→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01121,2025-01-18,WH013,null,2,Delayed,Hyderabad,Delhi,Hyderabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01122,2025-02-08,WH007,null,1,Delayed,Hyderabad,Bangalore,Hyderabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01124,2025-02-17,WH029,null,0,On-Time,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01125,2025-01-08,WH004,null,0,On-Time,Hyderabad,Chennai,Hyderabad→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01126,2025-02-18,WH036,null,4,Delayed,Bangalore,Mumbai,Bangalore→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01127,2025-02-03,WH039,null,-1,Early,Lucknow,Delhi,Lucknow→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01128,2025-01-19,WH030,null,0,On-Time,Bangalore,Delhi,Bangalore→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01129,2025-02-04,WH010,null,1,Delayed,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01130,2025-02-21,WH050,null,4,Delayed,Ahmedabad,Bangalore,Ahmedabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01131,2025-01-14,WH013,null,3,Delayed,Hyderabad,Bangalore,Hyderabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01132,2025-01-10,WH006,null,-2,Early,Chennai,Chennai,Chennai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01133,2025-01-30,WH025,null,3,Delayed,Lucknow,Chennai,Lucknow→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01134,2025-01-23,WH012,null,4,Delayed,Pune,Bangalore,Pune→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01135,2025-01-03,WH015,null,1,Delayed,Chennai,Delhi,Chennai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01136,2025-02-05,WH006,null,4,Delayed,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01137,2025-02-17,WH049,null,3,Delayed,Lucknow,Delhi,Lucknow→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01138,2025-01-17,WH027,null,-2,Early,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01139,2025-01-05,WH038,null,4,Delayed,Delhi,Bangalore,Delhi→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01140,2025-02-19,WH026,null,2,Delayed,Mumbai,Chennai,Mumbai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01141,2025-02-26,WH001,null,0,On-Time,Bangalore,Bangalore,Bangalore→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01142,2025-02-16,WH016,null,5,Delayed,Hyderabad,Bangalore,Hyderabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01143,2025-01-14,WH047,null,1,Delayed,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01144,2025-01-11,WH048,null,5,Delayed,Bangalore,Chennai,Bangalore→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01145,2025-01-06,WH043,null,1,Delayed,Lucknow,Kolkata,Lucknow→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01146,2025-02-26,WH037,null,2,Delayed,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01147,2025-02-28,WH002,null,-2,Early,Delhi,Bangalore,Delhi→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01148,2025-01-30,WH022,null,-2,Early,Mumbai,Mumbai,Mumbai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01149,2025-02-15,WH032,null,-1,Early,Hyderabad,Delhi,Hyderabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01150,2025-01-28,WH045,null,-1,Early,Pune,Delhi,Pune→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01151,2025-03-02,WH011,null,4,Delayed,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01152,2025-02-20,WH009,null,2,Delayed,Delhi,Mumbai,Delhi→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01153,2025-01-26,WH044,null,2,Delayed,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01154,2025-01-27,WH006,null,5,Delayed,Delhi,Delhi,Delhi→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01155,2025-01-30,WH018,null,3,Delayed,Jaipur,Bangalore,Jaipur→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01156,2025-02-16,WH008,null,-2,Early,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01157,2025-02-17,WH031,null,4,Delayed,Jaipur,Bangalore,Jaipur→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01158,2025-02-12,WH038,null,3,Delayed,Jaipur,Kolkata,Jaipur→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01159,2025-01-22,WH031,null,4,Delayed,Hyderabad,Delhi,Hyderabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01160,2025-02-03,WH019,null,1,Delayed,Delhi,Mumbai,Delhi→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01161,2025-02-13,WH038,null,-2,Early,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01162,2025-01-09,WH038,null,1,Delayed,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01163,2025-02-15,WH014,null,4,Delayed,Hyderabad,Bangalore,Hyderabad→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01164,2025-01-07,WH022,null,3,Delayed,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01165,2025-02-06,WH017,null,3,Delayed,Mumbai,Bangalore,Mumbai→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01166,2025-01-29,WH005,null,1,Delayed,Ahmedabad,Delhi,Ahmedabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01167,2025-02-10,WH005,null,5,Delayed,Mumbai,Chennai,Mumbai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01168,2025-01-05,WH042,null,5,Delayed,Delhi,Kolkata,Delhi→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01169,2025-02-22,WH024,null,-1,Early,Chennai,Delhi,Chennai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01170,2025-02-09,WH048,null,-1,Early,Kolkata,Mumbai,Kolkata→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01171,2025-02-24,WH008,null,2,Delayed,Jaipur,Delhi,Jaipur→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01172,2025-01-25,WH033,null,3,Delayed,Pune,Kolkata,Pune→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01173,2025-02-20,WH020,null,0,On-Time,Mumbai,Mumbai,Mumbai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01175,2025-01-29,WH017,null,1,Delayed,Bangalore,Chennai,Bangalore→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01176,2025-02-12,WH048,null,3,Delayed,Hyderabad,Mumbai,Hyderabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01177,2025-01-16,WH017,null,0,On-Time,Jaipur,Delhi,Jaipur→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01178,2025-01-23,WH003,null,3,Delayed,Mumbai,Delhi,Mumbai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01179,2025-01-26,WH028,null,5,Delayed,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01180,2025-01-15,WH005,null,0,On-Time,Pune,Chennai,Pune→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01181,2025-01-20,WH015,null,-2,Early,Hyderabad,Delhi,Hyderabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01182,2025-01-13,WH017,null,0,On-Time,Lucknow,Kolkata,Lucknow→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01183,2025-02-06,WH046,null,3,Delayed,Kolkata,Chennai,Kolkata→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01184,2025-01-29,WH032,null,0,On-Time,Pune,Chennai,Pune→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01185,2025-01-31,WH028,null,1,Delayed,Mumbai,Kolkata,Mumbai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01186,2025-02-22,WH008,null,1,Delayed,Chennai,Kolkata,Chennai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01187,2025-01-14,WH041,null,4,Delayed,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01188,2025-01-21,WH011,null,1,Delayed,Bangalore,Bangalore,Bangalore→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01189,2025-02-27,WH037,null,5,Delayed,Lucknow,Mumbai,Lucknow→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01191,2025-01-08,WH004,null,3,Delayed,Pune,Chennai,Pune→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01192,2025-01-07,WH047,null,4,Delayed,Lucknow,Chennai,Lucknow→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01193,2025-03-02,WH012,null,1,Delayed,Chennai,Mumbai,Chennai→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01194,2025-02-01,WH010,null,1,Delayed,Mumbai,Chennai,Mumbai→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01196,2025-02-04,WH045,null,0,On-Time,Hyderabad,Delhi,Hyderabad→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01197,2025-02-01,WH050,null,5,Delayed,Kolkata,Delhi,Kolkata→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01198,2025-02-15,WH050,null,-1,Early,Mumbai,Kolkata,Mumbai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01199,2025-01-21,WH047,null,1,Delayed,Delhi,Delhi,Delhi→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01201,2025-01-13,WH019,null,-2,Early,Bangalore,Bangalore,Bangalore→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01202,2025-01-14,WH038,null,1,Delayed,Hyderabad,Kolkata,Hyderabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01203,2025-01-21,WH027,null,0,On-Time,Ahmedabad,Kolkata,Ahmedabad→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01204,2025-01-15,WH011,null,5,Delayed,Mumbai,Bangalore,Mumbai→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01205,2025-02-18,WH047,null,5,Delayed,Mumbai,Delhi,Mumbai→Delhi,null,null,null,null,null,null,SHIPMENT
SHP01206,2025-02-19,WH017,null,2,Delayed,Chennai,Kolkata,Chennai→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01207,2025-02-28,WH050,null,2,Delayed,Jaipur,Chennai,Jaipur→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01208,2025-01-04,WH039,null,0,On-Time,Delhi,Kolkata,Delhi→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01209,2025-02-04,WH026,null,-2,Early,Kolkata,Bangalore,Kolkata→Bangalore,null,null,null,null,null,null,SHIPMENT
SHP01210,2025-01-02,WH042,null,-2,Early,Ahmedabad,Mumbai,Ahmedabad→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01212,2025-01-31,WH005,null,-1,Early,Jaipur,Mumbai,Jaipur→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01213,2025-01-09,WH050,null,5,Delayed,Kolkata,Chennai,Kolkata→Chennai,null,null,null,null,null,null,SHIPMENT
SHP01214,2025-01-25,WH022,null,2,Delayed,Lucknow,Kolkata,Lucknow→Kolkata,null,null,null,null,null,null,SHIPMENT
SHP01215,2025-02-23,WH008,null,-1,Early,Delhi,Mumbai,Delhi→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01216,2025-02-14,WH035,null,5,Delayed,Kolkata,Mumbai,Kolkata→Mumbai,null,null,null,null,null,null,SHIPMENT
SHP01217,2025-01-26,WH006,null,3,Delayed,Mumbai,Kolkata,Mumbai→Kolkata,null,null,null,null,null,null,SHIPMENT
