shipment_id,shipment_date,warehouse_id,delay_hours,source_city,destination_city,delivery_status,route_id
SHP00766,2025-01-23,WH044,3,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP00767,2025-01-15,WH005,0,Chennai,Kolkata,On-Time,Chennai→Kolkata
SHP00768,2025-02-06,WH022,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00769,2025-01-14,WH047,2,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP00770,2025-02-15,WH036,0,Pune,Kolkata,On-Time,Pune→Kolkata
SHP00771,2025-01-05,WH007,0,Mumbai,Chennai,On-Time,Mumbai→Chennai
SHP00773,2025-01-30,WH035,-1,Delhi,Kolkata,Early,Delhi→Kolkata
SHP00774,2025-01-29,WH042,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP00775,2025-02-14,WH017,4,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP00776,2025-02-27,WH019,4,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP00777,2025-02-20,WH037,-2,Hyderabad,Chennai,Early,Hyderabad→Chennai
SHP00778,2025-01-25,WH006,1,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP00779,2025-02-27,WH014,2,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP00780,2025-02-13,WH010,-2,Lucknow,Bangalore,Early,Lucknow→Bangalore
SHP00782,2025-01-08,WH006,5,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP00784,2025-01-06,WH042,1,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP00785,2025-02-21,WH045,3,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP00786,2025-02-20,WH026,-2,Pune,Kolkata,Early,Pune→Kolkata
SHP00788,2025-02-17,WH049,2,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00789,2025-02-05,WH006,0,Bangalore,Delhi,On-Time,Bangalore→Delhi
SHP00790,2025-01-26,WH048,5,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP00791,2025-01-22,WH019,3,Delhi,Chennai,Delayed,Delhi→Chennai
SHP00792,2025-02-24,WH001,1,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00793,2025-01-24,WH033,-1,Bangalore,Kolkata,Early,Bangalore→Kolkata
SHP00795,2025-02-04,WH016,-1,Jaipur,Bangalore,Early,Jaipur→Bangalore
SHP00796,2025-02-26,WH021,4,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP00797,2025-02-14,WH044,-1,Delhi,Chennai,Early,Delhi→Chennai
SHP00799,2025-02-06,WH035,-2,Mumbai,Chennai,Early,Mumbai→Chennai
SHP00800,2025-02-08,WH019,4,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP00801,2025-01-09,WH043,2,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP00802,2025-01-26,WH023,0,Hyderabad,Bangalore,On-Time,Hyderabad→Bangalore
SHP00803,2025-01-08,WH017,0,Ahmedabad,Mumbai,On-Time,Ahmedabad→Mumbai
SHP00804,2025-01-26,WH040,0,Ahmedabad,Chennai,On-Time,Ahmedabad→Chennai
SHP00805,2025-01-02,WH009,0,Ahmedabad,Chennai,On-Time,Ahmedabad→Chennai
SHP00806,2025-02-13,WH049,-2,Pune,Chennai,Early,Pune→Chennai
SHP00807,2025-02-07,WH036,3,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP00808,2025-01-27,WH049,3,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP00809,2025-02-07,WH045,4,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP00810,2025-02-22,WH017,5,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP00811,2025-02-24,WH019,4,Mumbai,Kolkata,Delayed,Mumbai→Kolkata
SHP00812,2025-02-01,WH020,-1,Mumbai,Delhi,Early,Mumbai→Delhi
SHP00813,2025-01-27,WH023,0,Kolkata,Kolkata,On-Time,Kolkata→Kolkata
SHP00814,2025-02-12,WH021,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP00815,2025-01-14,WH037,5,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP00816,2025-01-03,WH032,2,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP00818,2025-02-04,WH025,2,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP00819,2025-02-27,WH039,0,Delhi,Delhi,On-Time,Delhi→Delhi
SHP00820,2025-01-13,WH034,-1,Lucknow,Chennai,Early,Lucknow→Chennai
SHP00821,2025-01-16,WH002,-1,Hyderabad,Chennai,Early,Hyderabad→Chennai
SHP00822,2025-01-30,WH007,3,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00823,2025-01-08,WH045,3,Chennai,Delhi,Delayed,Chennai→Delhi
SHP00824,2025-01-04,WH047,-2,Mumbai,Chennai,Early,Mumbai→Chennai
SHP00825,2025-01-01,WH046,0,Jaipur,Mumbai,On-Time,Jaipur→Mumbai
SHP00826,2025-03-02,WH023,3,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP00827,2025-01-12,WH039,0,Lucknow,Mumbai,On-Time,Lucknow→Mumbai
SHP00828,2025-01-07,WH012,-1,Lucknow,Kolkata,Early,Lucknow→Kolkata
SHP00829,2025-01-02,WH026,1,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP00830,2025-01-12,WH021,4,Chennai,Chennai,Delayed,Chennai→Chennai
SHP00831,2025-01-15,WH029,2,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP00832,2025-01-15,WH050,-2,Kolkata,Bangalore,Early,Kolkata→Bangalore
SHP00833,2025-02-15,WH007,0,Ahmedabad,Delhi,On-Time,Ahmedabad→Delhi
SHP00834,2025-01-18,WH042,3,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP00835,2025-02-06,WH017,-1,Hyderabad,Chennai,Early,Hyderabad→Chennai
SHP00836,2025-02-18,WH001,3,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP00837,2025-02-21,WH050,1,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP00838,2025-01-31,WH040,3,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00839,2025-01-23,WH002,2,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP00840,2025-02-25,WH003,4,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP00841,2025-02-24,WH017,-2,Bangalore,Chennai,Early,Bangalore→Chennai
SHP00843,2025-02-20,WH030,-2,Mumbai,Delhi,Early,Mumbai→Delhi
SHP00846,2025-01-07,WH020,3,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00847,2025-02-10,WH004,4,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00848,2025-02-16,WH022,-2,Delhi,Kolkata,Early,Delhi→Kolkata
SHP00849,2025-01-09,WH012,2,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP00850,2025-01-28,WH025,0,Delhi,Bangalore,On-Time,Delhi→Bangalore
SHP00851,2025-02-06,WH003,-2,Jaipur,Delhi,Early,Jaipur→Delhi
SHP00852,2025-01-16,WH015,2,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP00853,2025-01-17,WH041,4,Delhi,Chennai,Delayed,Delhi→Chennai
SHP00854,2025-01-19,WH005,5,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP00855,2025-01-19,WH028,3,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP00856,2025-01-01,WH002,-1,Ahmedabad,Kolkata,Early,Ahmedabad→Kolkata
SHP00858,2025-02-26,WH036,1,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP00859,2025-02-23,WH027,1,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP00860,2025-01-31,WH006,2,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP00861,2025-01-08,WH024,1,Chennai,Delhi,Delayed,Chennai→Delhi
SHP00863,2025-02-20,WH041,3,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00864,2025-01-11,WH014,-2,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP00865,2025-02-12,WH023,5,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00866,2025-01-31,WH001,-1,Chennai,Delhi,Early,Chennai→Delhi
SHP00867,2025-01-28,WH008,-2,Hyderabad,Bangalore,Early,Hyderabad→Bangalore
SHP00868,2025-01-18,WH006,3,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP00869,2025-01-19,WH047,3,Chennai,Chennai,Delayed,Chennai→Chennai
SHP00870,2025-02-14,WH011,4,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP00871,2025-02-15,WH009,-1,Mumbai,Delhi,Early,Mumbai→Delhi
SHP00872,2025-02-04,WH023,-1,Jaipur,Kolkata,Early,Jaipur→Kolkata
SHP00873,2025-01-18,WH019,2,Chennai,Delhi,Delayed,Chennai→Delhi
SHP00874,2025-01-02,WH029,4,Delhi,Delhi,Delayed,Delhi→Delhi
SHP00875,2025-02-18,WH029,2,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP00876,2025-01-28,WH034,1,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP00877,2025-02-02,WH039,0,Mumbai,Kolkata,On-Time,Mumbai→Kolkata
SHP00878,2025-02-14,WH031,5,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP00880,2025-03-01,WH034,3,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP00882,2025-01-11,WH006,4,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP00883,2025-02-23,WH026,2,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP00884,2025-01-16,WH003,-2,Ahmedabad,Delhi,Early,Ahmedabad→Delhi
SHP00885,2025-01-14,WH006,5,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00886,2025-02-14,WH048,0,Ahmedabad,Delhi,On-Time,Ahmedabad→Delhi
SHP00887,2025-01-24,WH006,0,Hyderabad,Bangalore,On-Time,Hyderabad→Bangalore
SHP00888,2025-02-04,WH015,4,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP00889,2025-02-27,WH042,0,Hyderabad,Delhi,On-Time,Hyderabad→Delhi
SHP00890,2025-02-14,WH013,4,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP00891,2025-01-25,WH022,3,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP00892,2025-01-02,WH046,3,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP00893,2025-02-24,WH030,4,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP00894,2025-01-27,WH034,3,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP00895,2025-01-25,WH041,4,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP00896,2025-01-05,WH037,3,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP00897,2025-02-18,WH002,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP00898,2025-01-03,WH033,1,Pune,Delhi,Delayed,Pune→Delhi
SHP00899,2025-02-12,WH009,5,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP00901,2025-02-22,WH032,1,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP00902,2025-01-24,WH039,0,Mumbai,Chennai,On-Time,Mumbai→Chennai
SHP00903,2025-02-17,WH013,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP00904,2025-02-22,WH033,-1,Lucknow,Kolkata,Early,Lucknow→Kolkata
SHP00905,2025-02-13,WH045,2,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP00906,2025-01-21,WH024,5,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP00907,2025-02-15,WH045,-2,Hyderabad,Mumbai,Early,Hyderabad→Mumbai
SHP00908,2025-01-22,WH039,5,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP00909,2025-01-29,WH018,5,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP00910,2025-01-11,WH001,3,Delhi,Delhi,Delayed,Delhi→Delhi
SHP00911,2025-01-20,WH031,1,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP00913,2025-01-28,WH013,-1,Ahmedabad,Bangalore,Early,Ahmedabad→Bangalore
SHP00914,2025-02-06,WH027,2,Hyderabad,Delhi,Delayed,Hyderabad→Delhi
SHP00915,2025-02-16,WH010,3,Delhi,Mumbai,Delayed,Delhi→Mumbai
SHP00916,2025-01-31,WH004,2,Lucknow,Kolkata,Delayed,Lucknow→Kolkata
SHP00917,2025-01-27,WH047,-2,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP00918,2025-02-21,WH049,5,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP00919,2025-02-14,WH012,4,Mumbai,Mumbai,Delayed,Mumbai→Mumbai
SHP00920,2025-01-13,WH044,-2,Ahmedabad,Kolkata,Early,Ahmedabad→Kolkata
SHP00921,2025-01-06,WH018,1,Pune,Delhi,Delayed,Pune→Delhi
SHP00922,2025-01-29,WH004,-1,Kolkata,Chennai,Early,Kolkata→Chennai
SHP00923,2025-02-06,WH023,-2,Pune,Chennai,Early,Pune→Chennai
SHP00924,2025-03-01,WH008,3,Pune,Mumbai,Delayed,Pune→Mumbai
SHP00925,2025-01-29,WH013,2,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP00926,2025-01-14,WH003,1,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP00928,2025-01-16,WH029,5,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP00930,2025-02-24,WH002,2,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP00931,2025-02-11,WH041,5,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP00932,2025-03-01,WH034,2,Jaipur,Chennai,Delayed,Jaipur→Chennai
SHP00933,2025-01-14,WH028,3,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP00934,2025-02-05,WH026,1,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP00935,2025-02-11,WH016,5,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP00936,2025-02-05,WH022,0,Pune,Bangalore,On-Time,Pune→Bangalore
SHP00937,2025-01-06,WH009,4,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00938,2025-02-27,WH034,4,Pune,Chennai,Delayed,Pune→Chennai
SHP00939,2025-02-25,WH040,3,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP00940,2025-02-25,WH032,0,Kolkata,Chennai,On-Time,Kolkata→Chennai
SHP00941,2025-02-11,WH010,1,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP00943,2025-02-24,WH014,1,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP00944,2025-01-21,WH044,-1,Ahmedabad,Mumbai,Early,Ahmedabad→Mumbai
SHP00945,2025-01-07,WH039,4,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP00946,2025-01-22,WH010,4,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP00947,2025-01-03,WH003,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP00948,2025-01-22,WH031,-1,Jaipur,Chennai,Early,Jaipur→Chennai
SHP00949,2025-01-20,WH002,5,Pune,Kolkata,Delayed,Pune→Kolkata
SHP00950,2025-02-13,WH025,2,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP00951,2025-01-29,WH033,4,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP00952,2025-02-17,WH033,1,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP00953,2025-01-15,WH026,4,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP00954,2025-01-08,WH030,0,Chennai,Bangalore,On-Time,Chennai→Bangalore
SHP00955,2025-02-22,WH030,5,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP00956,2025-01-27,WH048,2,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP00957,2025-01-05,WH030,2,Delhi,Kolkata,Delayed,Delhi→Kolkata
SHP00958,2025-02-14,WH033,1,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP00959,2025-02-02,WH009,0,Ahmedabad,Chennai,On-Time,Ahmedabad→Chennai
SHP00960,2025-01-23,WH026,5,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP00961,2025-01-10,WH016,0,Mumbai,Delhi,On-Time,Mumbai→Delhi
SHP00962,2025-01-29,WH050,3,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP00963,2025-02-20,WH043,3,Lucknow,Delhi,Delayed,Lucknow→Delhi
SHP00964,2025-01-14,WH034,3,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP00966,2025-02-02,WH017,4,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00967,2025-01-13,WH012,4,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP00968,2025-01-19,WH017,3,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP00969,2025-02-10,WH001,1,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP00970,2025-02-11,WH021,-2,Kolkata,Bangalore,Early,Kolkata→Bangalore
SHP00971,2025-02-26,WH049,0,Mumbai,Mumbai,On-Time,Mumbai→Mumbai
SHP00972,2025-02-19,WH027,0,Chennai,Bangalore,On-Time,Chennai→Bangalore
SHP00973,2025-02-24,WH011,-2,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP00974,2025-02-23,WH045,0,Ahmedabad,Kolkata,On-Time,Ahmedabad→Kolkata
SHP00975,2025-02-12,WH047,2,Mumbai,Bangalore,Delayed,Mumbai→Bangalore
SHP00976,2025-01-24,WH015,5,Delhi,Chennai,Delayed,Delhi→Chennai
SHP00977,2025-01-06,WH036,5,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
SHP00979,2025-01-26,WH047,0,Jaipur,Delhi,On-Time,Jaipur→Delhi
SHP00980,2025-02-21,WH003,2,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP00981,2025-01-13,WH017,-1,Kolkata,Kolkata,Early,Kolkata→Kolkata
SHP00982,2025-02-24,WH017,3,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP00983,2025-02-27,WH035,0,Ahmedabad,Bangalore,On-Time,Ahmedabad→Bangalore
SHP00984,2025-02-12,WH036,-2,Chennai,Mumbai,Early,Chennai→Mumbai
SHP00985,2025-03-02,WH014,5,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP00986,2025-01-12,WH017,1,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP00987,2025-02-18,WH019,-2,Delhi,Kolkata,Early,Delhi→Kolkata
SHP00988,2025-02-18,WH017,4,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP00989,2025-01-09,WH046,3,Chennai,Chennai,Delayed,Chennai→Chennai
SHP00990,2025-01-10,WH045,5,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP00991,2025-01-17,WH015,5,Jaipur,Kolkata,Delayed,Jaipur→Kolkata
SHP00992,2025-01-27,WH038,2,Delhi,Delhi,Delayed,Delhi→Delhi
SHP00993,2025-01-06,WH036,-1,Mumbai,Mumbai,Early,Mumbai→Mumbai
SHP00994,2025-02-28,WH026,5,Hyderabad,Kolkata,Delayed,Hyderabad→Kolkata
SHP00995,2025-01-20,WH003,0,Kolkata,Mumbai,On-Time,Kolkata→Mumbai
SHP00996,2025-01-15,WH047,2,Pune,Delhi,Delayed,Pune→Delhi
SHP00997,2025-01-17,WH027,-1,Jaipur,Mumbai,Early,Jaipur→Mumbai
SHP00999,2025-02-14,WH037,4,Bangalore,Delhi,Delayed,Bangalore→Delhi
SHP01000,2025-02-21,WH035,1,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP01002,2025-02-12,WH008,4,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP01003,2025-02-23,WH047,0,Lucknow,Mumbai,On-Time,Lucknow→Mumbai
SHP01004,2025-01-01,WH012,1,Ahmedabad,Delhi,Delayed,Ahmedabad→Delhi
SHP01006,2025-01-18,WH011,0,Ahmedabad,Mumbai,On-Time,Ahmedabad→Mumbai
SHP01007,2025-02-16,WH027,0,Jaipur,Chennai,On-Time,Jaipur→Chennai
SHP01008,2025-01-26,WH022,3,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01009,2025-01-03,WH049,5,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01010,2025-02-01,WH045,3,Pune,Delhi,Delayed,Pune→Delhi
SHP01011,2025-01-16,WH048,2,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01012,2025-01-07,WH027,4,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01013,2025-02-13,WH044,5,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01014,2025-02-10,WH018,3,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01015,2025-01-30,WH001,0,Pune,Delhi,On-Time,Pune→Delhi
SHP01016,2025-02-16,WH022,5,Chennai,Delhi,Delayed,Chennai→Delhi
SHP01017,2025-01-25,WH017,2,Chennai,Bangalore,Delayed,Chennai→Bangalore
SHP01018,2025-02-18,WH007,4,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01019,2025-02-05,WH037,1,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP01020,2025-01-15,WH002,2,Chennai,Chennai,Delayed,Chennai→Chennai
SHP01021,2025-01-31,WH011,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01022,2025-01-05,WH015,4,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01023,2025-02-11,WH049,-1,Pune,Mumbai,Early,Pune→Mumbai
SHP01024,2025-03-02,WH001,0,Ahmedabad,Kolkata,On-Time,Ahmedabad→Kolkata
SHP01026,2025-01-08,WH011,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01028,2025-01-21,WH027,2,Ahmedabad,Mumbai,Delayed,Ahmedabad→Mumbai
SHP01029,2025-02-26,WH042,3,Bangalore,Kolkata,Delayed,Bangalore→Kolkata
SHP01030,2025-02-10,WH048,-2,Delhi,Delhi,Early,Delhi→Delhi
SHP01031,2025-02-11,WH036,1,Jaipur,Mumbai,Delayed,Jaipur→Mumbai
SHP01032,2025-02-22,WH046,4,Lucknow,Chennai,Delayed,Lucknow→Chennai
SHP01033,2025-02-25,WH039,-2,Pune,Mumbai,Early,Pune→Mumbai
SHP01035,2025-02-05,WH032,0,Ahmedabad,Chennai,On-Time,Ahmedabad→Chennai
SHP01036,2025-01-18,WH044,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP01037,2025-01-22,WH043,1,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01038,2025-02-01,WH015,4,Ahmedabad,Bangalore,Delayed,Ahmedabad→Bangalore
SHP01039,2025-02-06,WH025,1,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01040,2025-02-09,WH014,-1,Delhi,Delhi,Early,Delhi→Delhi
SHP01041,2025-01-19,WH046,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP01042,2025-02-17,WH037,0,Delhi,Mumbai,On-Time,Delhi→Mumbai
SHP01043,2025-01-07,WH030,0,Mumbai,Kolkata,On-Time,Mumbai→Kolkata
SHP01045,2025-01-24,WH004,5,Hyderabad,Chennai,Delayed,Hyderabad→Chennai
SHP01046,2025-02-19,WH007,2,Pune,Mumbai,Delayed,Pune→Mumbai
SHP01047,2025-02-03,WH043,2,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01048,2025-02-17,WH004,2,Kolkata,Delhi,Delayed,Kolkata→Delhi
SHP01049,2025-01-28,WH029,5,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP01050,2025-01-11,WH005,-2,Pune,Kolkata,Early,Pune→Kolkata
SHP01051,2025-01-30,WH017,5,Jaipur,Bangalore,Delayed,Jaipur→Bangalore
SHP01052,2025-02-24,WH041,1,Kolkata,Bangalore,Delayed,Kolkata→Bangalore
SHP01053,2025-01-06,WH011,4,Pune,Kolkata,Delayed,Pune→Kolkata
SHP01054,2025-02-06,WH016,-1,Ahmedabad,Chennai,Early,Ahmedabad→Chennai
SHP01055,2025-02-19,WH041,0,Jaipur,Mumbai,On-Time,Jaipur→Mumbai
SHP01056,2025-02-07,WH029,5,Bangalore,Chennai,Delayed,Bangalore→Chennai
SHP01058,2025-01-04,WH041,-1,Mumbai,Bangalore,Early,Mumbai→Bangalore
SHP01059,2025-01-25,WH019,3,Chennai,Chennai,Delayed,Chennai→Chennai
SHP01060,2025-02-03,WH013,0,Hyderabad,Mumbai,On-Time,Hyderabad→Mumbai
SHP01061,2025-01-09,WH036,0,Chennai,Mumbai,On-Time,Chennai→Mumbai
SHP01062,2025-02-20,WH005,-2,Mumbai,Kolkata,Early,Mumbai→Kolkata
SHP01063,2025-02-28,WH005,-1,Kolkata,Mumbai,Early,Kolkata→Mumbai
SHP01065,2025-02-14,WH028,1,Mumbai,Chennai,Delayed,Mumbai→Chennai
SHP01066,2025-01-28,WH005,1,Ahmedabad,Chennai,Delayed,Ahmedabad→Chennai
SHP01067,2025-01-20,WH010,-1,Delhi,Delhi,Early,Delhi→Delhi
SHP01068,2025-01-18,WH048,1,Hyderabad,Mumbai,Delayed,Hyderabad→Mumbai
SHP01069,2025-01-15,WH004,1,Bangalore,Mumbai,Delayed,Bangalore→Mumbai
SHP01070,2025-02-17,WH036,4,Bangalore,Bangalore,Delayed,Bangalore→Bangalore
SHP01071,2025-01-07,WH047,3,Pune,Bangalore,Delayed,Pune→Bangalore
SHP01072,2025-02-03,WH017,-1,Bangalore,Kolkata,Early,Bangalore→Kolkata
SHP01074,2025-02-27,WH022,-2,Pune,Delhi,Early,Pune→Delhi
SHP01075,2025-01-13,WH038,2,Pune,Chennai,Delayed,Pune→Chennai
SHP01076,2025-02-04,WH038,4,Kolkata,Chennai,Delayed,Kolkata→Chennai
SHP01077,2025-01-23,WH030,-1,Delhi,Chennai,Early,Delhi→Chennai
SHP01079,2025-02-13,WH037,4,Jaipur,Delhi,Delayed,Jaipur→Delhi
SHP01080,2025-01-04,WH008,2,Kolkata,Mumbai,Delayed,Kolkata→Mumbai
SHP01081,2025-01-07,WH005,2,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01082,2025-01-18,WH046,3,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01083,2025-02-12,WH009,5,Delhi,Chennai,Delayed,Delhi→Chennai
SHP01085,2025-02-14,WH047,5,Mumbai,Delhi,Delayed,Mumbai→Delhi
SHP01086,2025-02-27,WH009,4,Lucknow,Bangalore,Delayed,Lucknow→Bangalore
SHP01087,2025-01-19,WH004,5,Kolkata,Kolkata,Delayed,Kolkata→Kolkata
SHP01088,2025-01-28,WH034,3,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01089,2025-02-28,WH019,5,Chennai,Kolkata,Delayed,Chennai→Kolkata
SHP01091,2025-01-03,WH011,3,Lucknow,Mumbai,Delayed,Lucknow→Mumbai
SHP01092,2025-01-02,WH019,4,Delhi,Bangalore,Delayed,Delhi→Bangalore
SHP01093,2025-02-15,WH001,1,Chennai,Mumbai,Delayed,Chennai→Mumbai
SHP01095,2025-01-27,WH036,1,Hyderabad,Bangalore,Delayed,Hyderabad→Bangalore
SHP01096,2025-01-05,WH004,2,Ahmedabad,Kolkata,Delayed,Ahmedabad→Kolkata
